word,score
loathing,1.0
horrid,1.0
seriously,1.0
horrible,1.0
scorn,1.0
bully,1.0
pathetic,1.0
blame,1.0
scum,1.0
detest,1.0
frustrate,1.0
disrespect,1.0
ashamed,1.0
ridicule,1.0
despicable,1.0
repulsive,1.0
hatred,1.0
betrayed,1.0
emotion,1.0
resentment,1.0
accusation,1.0
distrust,1.0
unhappiness,1.0
worthless,1.0
despised,1.0
humiliation,1.0
angry,1.0
racism,1.0
irritate,1.0
insult,1.0
spat,1.0
hurtful,1.0
betrayal,1.0
cruelty,1.0
degrade,1.0
hateful,1.0
negativity,1.0
humiliate,1.0
terrible,1.0
rejection,1.0
rage,1.0
cruel,1.0
guilt,1.0
unfairness,1.0
venomous,1.0
feeling,1.0
frustrating,1.0
vengeful,1.0
disgusting,1.0
heartless,1.0
anger,1.0
annoying,1.0
loathe,1.0
selfish,1.0
jealously,1.0
discriminate,1.0
harsh,1.0
meanness,1.0
contempt,1.0
rude,1.0
bullying,1.0
mad,1.0
jealous,1.0
animosity,1.0
murderous,1.0
hypocrite,1.0
unreasonable,1.0
judgmental,1.0
offend,1.0
aggression,1.0
cockiness,1.0
infuriate,1.0
violent,1.0
kill,1.0
lethal,1.0
aggressive,1.0
overconfident,1.0
aggression,1.0
provocation,1.0
spite,1.0
territorial,1.0
betray,1.0
outrage,1.0
masculinity,1.0
murderous,1.0
hostility,1.0
agitated,1.0
intimidation,1.0
livid,1.0
snarl,1.0
fearsome,1.0
belittle,1.0
resentment,1.0
feral,1.0
brutality,1.0
confront,1.0
fearful,1.0
predatory,1.0
force,1.0
aggressor,1.0
unfazed,1.0
malice,1.0
retaliation,1.0
intensity,1.0
demeaning,1.0
confrontational,1.0
fear,1.0
savage,1.0
infuriated,1.0
ruthless,1.0
defend,1.0
barbaric,1.0
volatile,1.0
intimidated,1.0
dominate,1.0
outburst,1.0
ferocious,1.0
assertive,1.0
threatened,1.0
endanger,1.0
bravado,1.0
defiance,1.0
menacing,1.0
strong,1.0
undermine,1.0
hostile,1.0
violence,1.0
brutal,1.0
audacity,1.0
threat,1.0
sadistic,1.0
hatred,1.0
unrelenting,1.0
belligerent,1.0
insult,1.0
ruthlessness,1.0
angry,1.0
intimidating,1.0
threatening,1.0
brute,1.0
fight,1.0
overpower,1.0
attack,1.0
quash,1.0
threaten,1.0
ferocity,1.0
suppress,1.0
cruelty,1.0
warn,1.0
maim,1.0
hateful,1.0
harshness,1.0
rage,1.0
intimidate,1.0
dangerous,1.0
irate,1.0
brazen,1.0
temper,1.0
vengeful,1.0
aggressiveness,1.0
anger,1.0
provoke,1.0
contempt,1.0
offend,1.0
harsh,1.0
authoritative,1.0
meanness,1.0
malicious,1.0
harass,1.0
defiant,1.0
angered,1.0
brash,1.0
bloodthirsty,1.0
vicious,1.0
furious,1.0
domineering,1.0
resentful,1.0
intent,1.0
ruthlessly,1.0
fierce,1.0
animosity,1.0
destructive,1.0
wildness,1.0
seething,1.0
deadly,1.0
menace,1.0
incite,1.0
aggression,1.0
cockiness,1.0
infuriate,1.0
violent,1.0
kill,1.0
lethal,1.0
aggressive,1.0
overconfident,1.0
aggression,1.0
provocation,1.0
spite,1.0
territorial,1.0
betray,1.0
outrage,1.0
masculinity,1.0
murderous,1.0
hostility,1.0
agitated,1.0
intimidation,1.0
livid,1.0
snarl,1.0
fearsome,1.0
belittle,1.0
resentment,1.0
feral,1.0
brutality,1.0
confront,1.0
fearful,1.0
predatory,1.0
force,1.0
aggressor,1.0
unfazed,1.0
malice,1.0
retaliation,1.0
intensity,1.0
demeaning,1.0
confrontational,1.0
fear,1.0
savage,1.0
infuriated,1.0
ruthless,1.0
defend,1.0
barbaric,1.0
volatile,1.0
intimidated,1.0
dominate,1.0
outburst,1.0
ferocious,1.0
assertive,1.0
threatened,1.0
endanger,1.0
bravado,1.0
defiance,1.0
menacing,1.0
strong,1.0
undermine,1.0
hostile,1.0
violence,1.0
brutal,1.0
audacity,1.0
threat,1.0
sadistic,1.0
hatred,1.0
unrelenting,1.0
belligerent,1.0
insult,1.0
ruthlessness,1.0
angry,1.0
intimidating,1.0
threatening,1.0
brute,1.0
fight,1.0
overpower,1.0
attack,1.0
quash,1.0
threaten,1.0
ferocity,1.0
suppress,1.0
cruelty,1.0
warn,1.0
maim,1.0
hateful,1.0
harshness,1.0
rage,1.0
intimidate,1.0
dangerous,1.0
irate,1.0
brazen,1.0
temper,1.0
vengeful,1.0
aggressiveness,1.0
anger,1.0
provoke,1.0
contempt,1.0
offend,1.0
harsh,1.0
authoritative,1.0
meanness,1.0
malicious,1.0
harass,1.0
defiant,1.0
angered,1.0
brash,1.0
bloodthirsty,1.0
vicious,1.0
furious,1.0
domineering,1.0
resentful,1.0
intent,1.0
ruthlessly,1.0
fierce,1.0
animosity,1.0
destructive,1.0
wildness,1.0
seething,1.0
deadly,1.0
menace,1.0
incite,1.0
aggression,1.0
cockiness,1.0
infuriate,1.0
violent,1.0
kill,1.0
lethal,1.0
aggressive,1.0
overconfident,1.0
aggression,1.0
provocation,1.0
spite,1.0
territorial,1.0
betray,1.0
outrage,1.0
masculinity,1.0
murderous,1.0
hostility,1.0
agitated,1.0
intimidation,1.0
livid,1.0
snarl,1.0
fearsome,1.0
belittle,1.0
resentment,1.0
feral,1.0
brutality,1.0
confront,1.0
fearful,1.0
predatory,1.0
force,1.0
aggressor,1.0
unfazed,1.0
malice,1.0
retaliation,1.0
intensity,1.0
demeaning,1.0
confrontational,1.0
fear,1.0
savage,1.0
infuriated,1.0
ruthless,1.0
defend,1.0
barbaric,1.0
volatile,1.0
intimidated,1.0
dominate,1.0
outburst,1.0
ferocious,1.0
assertive,1.0
threatened,1.0
endanger,1.0
bravado,1.0
defiance,1.0
menacing,1.0
strong,1.0
undermine,1.0
hostile,1.0
violence,1.0
brutal,1.0
audacity,1.0
threat,1.0
sadistic,1.0
hatred,1.0
unrelenting,1.0
belligerent,1.0
insult,1.0
ruthlessness,1.0
angry,1.0
intimidating,1.0
threatening,1.0
brute,1.0
fight,1.0
overpower,1.0
attack,1.0
quash,1.0
threaten,1.0
ferocity,1.0
suppress,1.0
cruelty,1.0
warn,1.0
maim,1.0
hateful,1.0
harshness,1.0
rage,1.0
intimidate,1.0
dangerous,1.0
irate,1.0
brazen,1.0
temper,1.0
vengeful,1.0
aggressiveness,1.0
anger,1.0
provoke,1.0
contempt,1.0
offend,1.0
harsh,1.0
authoritative,1.0
meanness,1.0
malicious,1.0
harass,1.0
defiant,1.0
angered,1.0
brash,1.0
bloodthirsty,1.0
vicious,1.0
furious,1.0
domineering,1.0
resentful,1.0
intent,1.0
ruthlessly,1.0
fierce,1.0
animosity,1.0
destructive,1.0
wildness,1.0
seething,1.0
deadly,1.0
menace,1.0
incite,1.0
envy,1.0
discontent,1.0
vindictive,1.0
ambition,1.0
yearn,1.0
flaunt,1.0
hate,1.0
envy,1.0
arrogance,1.0
attraction,1.0
outrage,1.0
passion,1.0
dislike,1.0
weakness,1.0
hostility,1.0
resent,1.0
belittle,1.0
unrequited,1.0
yearning,1.0
selfishness,1.0
heartache,1.0
unease,1.0
wealth,1.0
disdain,1.0
misery,1.0
hatred,1.0
envious,1.0
resentment,1.0
cynicism,1.0
annoyance,1.0
despised,1.0
deception,1.0
wrath,1.0
insecurity,1.0
jealousy,1.0
frustration,1.0
determination,1.0
hateful,1.0
negativity,1.0
rage,1.0
bitterness,1.0
jealously,1.0
meanness,1.0
ugliness,1.0
jealous,1.0
animosity,1.0
attractive,1.0
alluring,1.0
cute,1.0
attractively,1.0
athletic,1.0
desirable,1.0
breathtaking,1.0
perfect,1.0
swoon,1.0
sexiest,1.0
sassy,1.0
attractive,1.0
masculine,1.0
pleasing,1.0
captivating,1.0
fantastic,1.0
dreamy,1.0
charmingly,1.0
glamorous,1.0
seductive,1.0
mesmerizing,1.0
inviting,1.0
hunk,1.0
popular,1.0
fascinating,1.0
flatter,1.0
supermodel,1.0
fabulous,1.0
irresistible,1.0
enticing,1.0
appealing,1.0
dimpled,1.0
looking,1.0
attracted,1.0
adore,1.0
appeal,1.0
adorable,1.0
compliment,1.0
revealing,1.0
dashing,1.0
fantasize,1.0
stylish,1.0
sexy,1.0
flawless,1.0
tempting,1.0
envious,1.0
angelic,1.0
lovable,1.0
marvelous,1.0
hotter,1.0
blonde,1.0
charismatic,1.0
classically,1.0
hunky,1.0
dazzling,1.0
gorgeous,1.0
lovely,1.0
chiseled,1.0
pretty,1.0
impress,1.0
charming,1.0
feminine,1.0
handsome,1.0
toned,1.0
photogenic,1.0
admire,1.0
stunning,1.0
charmer,1.0
coolest,1.0
beautiful,1.0
provocative,1.0
beautifully,1.0
attract,1.0
dazzle,1.0
breathtakingly,1.0
physique,1.0
strikingly,1.0
hot,1.0
luscious,1.0
buff,1.0
beauty,1.0
attractiveness,1.0
fashionable,1.0
enchanting,1.0
curvy,1.0
built,1.0
tanned,1.0
attractive,1.0
alluring,1.0
cute,1.0
attractively,1.0
athletic,1.0
desirable,1.0
breathtaking,1.0
perfect,1.0
swoon,1.0
sexiest,1.0
sassy,1.0
attractive,1.0
masculine,1.0
pleasing,1.0
captivating,1.0
fantastic,1.0
dreamy,1.0
charmingly,1.0
glamorous,1.0
seductive,1.0
mesmerizing,1.0
inviting,1.0
hunk,1.0
popular,1.0
fascinating,1.0
flatter,1.0
supermodel,1.0
fabulous,1.0
irresistible,1.0
enticing,1.0
appealing,1.0
dimpled,1.0
looking,1.0
attracted,1.0
adore,1.0
appeal,1.0
adorable,1.0
compliment,1.0
revealing,1.0
dashing,1.0
fantasize,1.0
stylish,1.0
sexy,1.0
flawless,1.0
tempting,1.0
envious,1.0
angelic,1.0
lovable,1.0
marvelous,1.0
hotter,1.0
blonde,1.0
charismatic,1.0
classically,1.0
hunky,1.0
dazzling,1.0
gorgeous,1.0
lovely,1.0
chiseled,1.0
pretty,1.0
impress,1.0
charming,1.0
feminine,1.0
handsome,1.0
toned,1.0
photogenic,1.0
admire,1.0
stunning,1.0
charmer,1.0
coolest,1.0
beautiful,1.0
provocative,1.0
beautifully,1.0
attract,1.0
dazzle,1.0
breathtakingly,1.0
physique,1.0
strikingly,1.0
hot,1.0
luscious,1.0
buff,1.0
beauty,1.0
attractiveness,1.0
fashionable,1.0
enchanting,1.0
curvy,1.0
built,1.0
tanned,1.0
royalty,1.0
ambassador,1.0
queen,1.0
aristocrat,1.0
prince,1.0
baron,1.0
homage,1.0
regent,1.0
royal,1.0
regal,1.0
descendant,1.0
crest,1.0
ruler,1.0
nation,1.0
royalty,1.0
wealthy,1.0
successor,1.0
lineage,1.0
knight,1.0
tyrant,1.0
honored,1.0
crown,1.0
duchess,1.0
elegant,1.0
mighty,1.0
empire,1.0
decree,1.0
renounce,1.0
feudal,1.0
honorable,1.0
monarchy,1.0
extravagance,1.0
treasury,1.0
dutiful,1.0
princess,1.0
throne,1.0
daughter,1.0
sultan,1.0
adored,1.0
castle,1.0
honor,1.0
duty,1.0
duke,1.0
majesty,1.0
birthright,1.0
empress,1.0
elder,1.0
majestic,1.0
wealth,1.0
illustrious,1.0
sovereign,1.0
imperial,1.0
privilege,1.0
aristocracy,1.0
magnificent,1.0
honorary,1.0
heir,1.0
reign,1.0
lord,1.0
king,1.0
ruling,1.0
heiress,1.0
conqueror,1.0
coronation,1.0
distinguished,1.0
insignia,1.0
kingdom,1.0
supreme,1.0
palace,1.0
crowning,1.0
respected,1.0
crusade,1.0
council,1.0
bow,1.0
diplomat,1.0
realm,1.0
esteemed,1.0
monarch,1.0
noble,1.0
princely,1.0
chieftain,1.0
prestige,1.0
tradition,1.0
rightful,1.0
emperor,1.0
emissary,1.0
grandson,1.0
pampered,1.0
rule,1.0
treason,1.0
nobility,1.0
wealthy,1.0
shop,1.0
lavish,1.0
financially,1.0
flaunt,1.0
profitable,1.0
socialite,1.0
rich,1.0
earnings,1.0
merchant,1.0
finance,1.0
richness,1.0
billionaire,1.0
famous,1.0
royalty,1.0
valuable,1.0
wealthy,1.0
buyer,1.0
dowry,1.0
fortune,1.0
businesswoman,1.0
affluent,1.0
flashy,1.0
jewelry,1.0
heirloom,1.0
cost,1.0
lawyer,1.0
trendy,1.0
investment,1.0
funding,1.0
jewelry,1.0
profit,1.0
donate,1.0
affordable,1.0
extravagance,1.0
greedy,1.0
lucrative,1.0
boast,1.0
influential,1.0
millionaire,1.0
banker,1.0
hardworking,1.0
fancy,1.0
respectable,1.0
owner,1.0
expensive,1.0
wealth,1.0
asset,1.0
privilege,1.0
tycoon,1.0
prosperous,1.0
successful,1.0
fund,1.0
buying,1.0
charity,1.0
glamorous,1.0
prestigious,1.0
budget,1.0
heiress,1.0
mogul,1.0
upscale,1.0
fabulously,1.0
fame,1.0
pay,1.0
fortunate,1.0
luxury,1.0
income,1.0
snob,1.0
privileged,1.0
gamble,1.0
designer,1.0
luxurious,1.0
prestige,1.0
pampered,1.0
invest,1.0
inheritance,1.0
independent,1.0
businessman,1.0
school,1.0
essay,1.0
schoolers,1.0
recess,1.0
advisory,1.0
administration,1.0
participate,1.0
geography,1.0
kindergarten,1.0
culinary,1.0
program,1.0
teaching,1.0
literacy,1.0
homework,1.0
geology,1.0
school,1.0
primary,1.0
preschool,1.0
secondary,1.0
term,1.0
schoolwork,1.0
sophomore,1.0
university,1.0
performing,1.0
journalism,1.0
handout,1.0
composition,1.0
honor,1.0
auditorium,1.0
mathematical,1.0
lecturer,1.0
testing,1.0
library,1.0
college,1.0
laboratory,1.0
subject,1.0
graduating,1.0
educate,1.0
grading,1.0
veterinary,1.0
freshmen,1.0
research,1.0
registration,1.0
experiment,1.0
lecture,1.0
principal,1.0
math,1.0
biology,1.0
exam,1.0
sixth,1.0
tuition,1.0
binder,1.0
dorm,1.0
teach,1.0
101,1.0
teacher,1.0
enroll,1.0
geometry,1.0
study,1.0
economics,1.0
graduation,1.0
drama,1.0
period,1.0
elective,1.0
grade,1.0
schooling,1.0
2nd,1.0
semester,1.0
learning,1.0
elementary,1.0
orientation,1.0
attendance,1.0
transfer,1.0
physiology,1.0
examination,1.0
scientific,1.0
assessment,1.0
academy,1.0
gym,1.0
extracurricular,1.0
instructor,1.0
junior,1.0
midterm,1.0
science,1.0
enrollment,1.0
locker,1.0
learn,1.0
doctorate,1.0
history,1.0
textbook,1.0
engineering,1.0
accounting,1.0
academically,1.0
yearbook,1.0
campus,1.0
seminar,1.0
practical,1.0
educational,1.0
education,1.0
technology,1.0
preparatory,1.0
graduate,1.0
application,1.0
civics,1.0
test,1.0
mathematics,1.0
tardy,1.0
arithmetic,1.0
calculus,1.0
administrator,1.0
literature,1.0
attend,1.0
algebra,1.0
assignment,1.0
diploma,1.0
lab,1.0
detention,1.0
student,1.0
faculty,1.0
freshman,1.0
astronomy,1.0
class,1.0
classroom,1.0
tech,1.0
classmate,1.0
studying,1.0
chemistry,1.0
tutoring,1.0
scholarship,1.0
school,1.0
essay,1.0
schoolers,1.0
recess,1.0
advisory,1.0
administration,1.0
participate,1.0
geography,1.0
kindergarten,1.0
culinary,1.0
program,1.0
teaching,1.0
literacy,1.0
homework,1.0
geology,1.0
school,1.0
primary,1.0
preschool,1.0
secondary,1.0
term,1.0
schoolwork,1.0
sophomore,1.0
university,1.0
performing,1.0
journalism,1.0
handout,1.0
composition,1.0
honor,1.0
auditorium,1.0
mathematical,1.0
lecturer,1.0
testing,1.0
library,1.0
college,1.0
laboratory,1.0
subject,1.0
graduating,1.0
educate,1.0
grading,1.0
veterinary,1.0
freshmen,1.0
research,1.0
registration,1.0
experiment,1.0
lecture,1.0
principal,1.0
math,1.0
biology,1.0
exam,1.0
sixth,1.0
tuition,1.0
binder,1.0
dorm,1.0
teach,1.0
101,1.0
teacher,1.0
enroll,1.0
geometry,1.0
study,1.0
economics,1.0
graduation,1.0
drama,1.0
period,1.0
elective,1.0
grade,1.0
schooling,1.0
2nd,1.0
semester,1.0
learning,1.0
elementary,1.0
orientation,1.0
attendance,1.0
transfer,1.0
physiology,1.0
examination,1.0
scientific,1.0
assessment,1.0
academy,1.0
gym,1.0
extracurricular,1.0
instructor,1.0
junior,1.0
midterm,1.0
science,1.0
enrollment,1.0
locker,1.0
learn,1.0
doctorate,1.0
history,1.0
textbook,1.0
engineering,1.0
accounting,1.0
academically,1.0
yearbook,1.0
campus,1.0
seminar,1.0
practical,1.0
educational,1.0
education,1.0
technology,1.0
preparatory,1.0
graduate,1.0
application,1.0
civics,1.0
test,1.0
mathematics,1.0
tardy,1.0
arithmetic,1.0
calculus,1.0
administrator,1.0
literature,1.0
attend,1.0
algebra,1.0
assignment,1.0
diploma,1.0
lab,1.0
detention,1.0
student,1.0
faculty,1.0
freshman,1.0
astronomy,1.0
class,1.0
classroom,1.0
tech,1.0
classmate,1.0
studying,1.0
chemistry,1.0
tutoring,1.0
scholarship,1.0
school,1.0
essay,1.0
schoolers,1.0
recess,1.0
advisory,1.0
administration,1.0
participate,1.0
geography,1.0
kindergarten,1.0
culinary,1.0
program,1.0
teaching,1.0
literacy,1.0
homework,1.0
geology,1.0
school,1.0
primary,1.0
preschool,1.0
secondary,1.0
term,1.0
schoolwork,1.0
sophomore,1.0
university,1.0
performing,1.0
journalism,1.0
handout,1.0
composition,1.0
honor,1.0
auditorium,1.0
mathematical,1.0
lecturer,1.0
testing,1.0
library,1.0
college,1.0
laboratory,1.0
subject,1.0
graduating,1.0
educate,1.0
grading,1.0
veterinary,1.0
freshmen,1.0
research,1.0
registration,1.0
experiment,1.0
lecture,1.0
principal,1.0
math,1.0
biology,1.0
exam,1.0
sixth,1.0
tuition,1.0
binder,1.0
dorm,1.0
teach,1.0
101,1.0
teacher,1.0
enroll,1.0
geometry,1.0
study,1.0
economics,1.0
graduation,1.0
drama,1.0
period,1.0
elective,1.0
grade,1.0
schooling,1.0
2nd,1.0
semester,1.0
learning,1.0
elementary,1.0
orientation,1.0
attendance,1.0
transfer,1.0
physiology,1.0
examination,1.0
scientific,1.0
assessment,1.0
academy,1.0
gym,1.0
extracurricular,1.0
instructor,1.0
junior,1.0
midterm,1.0
science,1.0
enrollment,1.0
locker,1.0
learn,1.0
doctorate,1.0
history,1.0
textbook,1.0
engineering,1.0
accounting,1.0
academically,1.0
yearbook,1.0
campus,1.0
seminar,1.0
practical,1.0
educational,1.0
education,1.0
technology,1.0
preparatory,1.0
graduate,1.0
application,1.0
civics,1.0
test,1.0
mathematics,1.0
tardy,1.0
arithmetic,1.0
calculus,1.0
administrator,1.0
literature,1.0
attend,1.0
algebra,1.0
assignment,1.0
diploma,1.0
lab,1.0
detention,1.0
student,1.0
faculty,1.0
freshman,1.0
astronomy,1.0
class,1.0
classroom,1.0
tech,1.0
classmate,1.0
studying,1.0
chemistry,1.0
tutoring,1.0
scholarship,1.0
art,1.0
dance,1.0
artwork,1.0
contemporary,1.0
ornate,1.0
intricate,1.0
creative,1.0
enthusiast,1.0
coloring,1.0
macabre,1.0
refurbish,1.0
exhibition,1.0
song,1.0
photography,1.0
watercolor,1.0
historic,1.0
styled,1.0
shading,1.0
decorating,1.0
sculptor,1.0
artist,1.0
architecture,1.0
sketch,1.0
art,1.0
artistically,1.0
collage,1.0
creation,1.0
discover,1.0
mural,1.0
design,1.0
portrait,1.0
canvas,1.0
designing,1.0
learn,1.0
illustration,1.0
masterpiece,1.0
blending,1.0
talent,1.0
exhibit,1.0
chalk,1.0
singing,1.0
create,1.0
creativity,1.0
paint,1.0
music,1.0
woodwork,1.0
painted,1.0
poster,1.0
gothic,1.0
musician,1.0
craft,1.0
artsy,1.0
hobby,1.0
painter,1.0
decoration,1.0
photograph,1.0
admire,1.0
decorate,1.0
monument,1.0
sculpture,1.0
decorative,1.0
classic,1.0
graffiti,1.0
remodel,1.0
tapestry,1.0
depict,1.0
handmade,1.0
textile,1.0
animation,1.0
picture,1.0
draw,1.0
literature,1.0
theatre,1.0
decor,1.0
collection,1.0
soundtrack,1.0
statue,1.0
gallery,1.0
mosaic,1.0
pottery,1.0
color,1.0
dancing,1.0
musical,1.0
artistic,1.0
painting,1.0
drawing,1.0
amazed,1.0
ridicule,1.0
ludicrous,1.0
imitate,1.0
spite,1.0
scold,1.0
degrading,1.0
taunt,1.0
sarcastic,1.0
resent,1.0
jibe,1.0
belittle,1.0
affront,1.0
snide,1.0
exaggerate,1.0
contradict,1.0
idiotic,1.0
stupid,1.0
cynical,1.0
preposterous,1.0
dumb,1.0
demeaning,1.0
insulting,1.0
childish,1.0
mockery,1.0
jokingly,1.0
disprove,1.0
hilarious,1.0
scorn,1.0
silly,1.0
cynically,1.0
insulted,1.0
disgraceful,1.0
hypocritical,1.0
humiliating,1.0
detest,1.0
laughable,1.0
unbecoming,1.0
tease,1.0
joke,1.0
ridicule,1.0
foolishness,1.0
audacity,1.0
retarded,1.0
cynic,1.0
mortified,1.0
humor,1.0
cowardly,1.0
vulgarity,1.0
teasing,1.0
laugh,1.0
comeback,1.0
wimp,1.0
comical,1.0
petty,1.0
irritate,1.0
insult,1.0
derision,1.0
blatant,1.0
bitterly,1.0
hurtful,1.0
hypocrite,1.0
appalled,1.0
humiliate,1.0
annoy,1.0
judgmental,1.0
silliness,1.0
outrageous,1.0
offended,1.0
embarrassing,1.0
disapprove,1.0
weirdness,1.0
jest,1.0
ironic,1.0
obnoxious,1.0
blatantly,1.0
provoke,1.0
stupidity,1.0
amusing,1.0
mock,1.0
rude,1.0
scoff,1.0
amuse,1.0
retort,1.0
absurd,1.0
offend,1.0
ridicule,1.0
ludicrous,1.0
imitate,1.0
spite,1.0
scold,1.0
degrading,1.0
taunt,1.0
sarcastic,1.0
resent,1.0
jibe,1.0
belittle,1.0
affront,1.0
snide,1.0
exaggerate,1.0
contradict,1.0
idiotic,1.0
stupid,1.0
cynical,1.0
preposterous,1.0
dumb,1.0
demeaning,1.0
insulting,1.0
childish,1.0
mockery,1.0
jokingly,1.0
disprove,1.0
hilarious,1.0
scorn,1.0
silly,1.0
cynically,1.0
insulted,1.0
disgraceful,1.0
hypocritical,1.0
humiliating,1.0
detest,1.0
laughable,1.0
unbecoming,1.0
tease,1.0
joke,1.0
ridicule,1.0
foolishness,1.0
audacity,1.0
retarded,1.0
cynic,1.0
mortified,1.0
humor,1.0
cowardly,1.0
vulgarity,1.0
teasing,1.0
laugh,1.0
comeback,1.0
wimp,1.0
comical,1.0
petty,1.0
irritate,1.0
insult,1.0
derision,1.0
blatant,1.0
bitterly,1.0
hurtful,1.0
hypocrite,1.0
appalled,1.0
humiliate,1.0
annoy,1.0
judgmental,1.0
silliness,1.0
outrageous,1.0
offended,1.0
embarrassing,1.0
disapprove,1.0
weirdness,1.0
jest,1.0
ironic,1.0
obnoxious,1.0
blatantly,1.0
provoke,1.0
stupidity,1.0
amusing,1.0
mock,1.0
rude,1.0
scoff,1.0
amuse,1.0
retort,1.0
absurd,1.0
offend,1.0
college,1.0
schoolers,1.0
office,1.0
excel,1.0
admission,1.0
institution,1.0
culinary,1.0
program,1.0
teaching,1.0
geology,1.0
photography,1.0
schooling,1.0
roommate,1.0
theatre,1.0
sorority,1.0
secondary,1.0
school,1.0
workload,1.0
scholar,1.0
sophomore,1.0
university,1.0
athletics,1.0
grad,1.0
require,1.0
auditorium,1.0
fraternity,1.0
requirement,1.0
alumnus,1.0
library,1.0
college,1.0
graduating,1.0
educate,1.0
funding,1.0
freshmen,1.0
lecture,1.0
math,1.0
biology,1.0
exam,1.0
degree,1.0
schedule,1.0
tuition,1.0
overseas,1.0
term,1.0
dorm,1.0
101,1.0
abroad,1.0
institute,1.0
study,1.0
economics,1.0
bachelor,1.0
graduation,1.0
elective,1.0
grade,1.0
profession,1.0
community,1.0
semester,1.0
learning,1.0
registration,1.0
nursing,1.0
acceptance,1.0
priority,1.0
tutor,1.0
teacher,1.0
handbook,1.0
qualify,1.0
building,1.0
academy,1.0
dropout,1.0
curriculum,1.0
schoolwork,1.0
brochure,1.0
boarding,1.0
midterm,1.0
pursue,1.0
science,1.0
enrollment,1.0
career,1.0
schooled,1.0
doctorate,1.0
orientation,1.0
engineering,1.0
scheduling,1.0
accounting,1.0
education,1.0
campus,1.0
educational,1.0
academically,1.0
4.0,1.0
humanities,1.0
studying,1.0
preparatory,1.0
graduate,1.0
application,1.0
classroom,1.0
department,1.0
mathematics,1.0
residency,1.0
lecturer,1.0
literature,1.0
assignment,1.0
philosophy,1.0
diploma,1.0
student,1.0
faculty,1.0
apprenticeship,1.0
prestige,1.0
transcript,1.0
class,1.0
placement,1.0
applicant,1.0
theology,1.0
civics,1.0
classmate,1.0
tutoring,1.0
divine,1.0
biblical,1.0
rapture,1.0
deity,1.0
heavens,1.0
religious,1.0
worship,1.0
divinity,1.0
pray,1.0
true,1.0
fate,1.0
commandment,1.0
immortality,1.0
gods,1.0
lord,1.0
scripture,1.0
righteousness,1.0
exalted,1.0
heaven,1.0
miracle,1.0
bless,1.0
priest,1.0
gospel,1.0
spiritual,1.0
sacrificial,1.0
creator,1.0
mighty,1.0
divine,1.0
hymn,1.0
god,1.0
religion,1.0
paradise,1.0
heavenly,1.0
everlasting,1.0
untainted,1.0
incarnation,1.0
eternal,1.0
faith,1.0
goddess,1.0
rosary,1.0
redemption,1.0
freedom,1.0
ritual,1.0
resurrect,1.0
protector,1.0
glorious,1.0
angelic,1.0
blessed,1.0
ethereal,1.0
rejoice,1.0
apostle,1.0
mythological,1.0
almighty,1.0
communion,1.0
saint,1.0
greatness,1.0
angels,1.0
blessing,1.0
wisdom,1.0
virtue,1.0
savior,1.0
prophecy,1.0
believe,1.0
cleanse,1.0
spirit,1.0
mercy,1.0
praise,1.0
baptism,1.0
angel,1.0
