word,score
alert,0.479
alertness,0.375
alerts,0.337
alfalfa,0.546
algebra,0.44
algebraic,0.531
algorithm,0.44799999999999995
alias,0.541
alibi,0.396
alien,0.41
alienate,0.247
alienated,0.41
alienation,0.37799999999999995
alight,0.667
align,0.6559999999999999
aligned,0.583
alignment,0.643
alike,0.653
alimentation,0.7809999999999999
alimony,0.612
aliquot,0.44
alive,0.816
alkali,0.49
alkaloids,0.433
allay,0.41700000000000004
allegation,0.578
allege,0.418
alleged,0.365
allegiance,0.917
allegorical,0.517
allegory,0.615
allegro,0.635
allergic,0.135
allergy,0.29600000000000004
alleviate,0.8690000000000001
alleviation,0.735
alley,0.34700000000000003
alleyway,0.35700000000000004
alliance,0.696
allied,0.7140000000000001
alligator,0.354
allocate,0.6729999999999999
allocation,0.604
allot,0.622
allotment,0.6
allow,0.698
allowable,0.698
allowance,0.6729999999999999
allowed,0.73
alloy,0.583
allsmiles,0.7859999999999999
allure,0.804
alluring,0.8370000000000001
allusion,0.44
alluvial,0.32299999999999995
ally,0.792
almanac,0.688
almighty,0.938
almond,0.698
aloft,0.7709999999999999
aloha,0.698
alone,0.33299999999999996
alongside,0.45799999999999996
aloof,0.18899999999999997
aloud,0.45799999999999996
alpha,0.708
alphabet,0.562
alphabetical,0.537
alpine,0.594
alreadyyyyy,0.5920000000000001
altar,0.7240000000000001
altar boy,0.434
alter,0.33299999999999996
alteration,0.16699999999999998
altercation,0.17
altered,0.255
alternate,0.625
alternating,0.48
alternative,0.628
altimeter,0.615
altitude,0.708
alto,0.6559999999999999
altogether,0.833
aluminum,0.449
alumnus,0.633
alveolar,0.469
alzheimers,0.19399999999999998
amalgam,0.43799999999999994
amalgamation,0.406
amaretto,0.5429999999999999
amass,0.552
amateur,0.469
amaze,0.8959999999999999
amazed,0.7959999999999999
amazedness,0.8270000000000001
amazement,0.75
amazing,0.9059999999999999
amazingly,0.9179999999999999
ambassador,0.6509999999999999
amber,0.635
ambience,0.735
ambient,0.625
ambiguity,0.16399999999999998
ambiguous,0.265
ambit,0.479
ambition,0.51
ambitious,0.484
ambivalent,0.51
ambrosia,0.5710000000000001
ambulance,0.5
ambush,0.281
ameliorate,0.77
amen,0.7809999999999999
amenable,0.44799999999999995
amend,0.688
amendment,0.531
amends,0.64
amenity,0.75
amethyst,0.622
amiable,0.847
amicable,0.875
amid,0.51
amidst,0.48
amino,0.551
ammo,0.32299999999999995
ammonia,0.292
ammonium,0.354
ammunition,0.33799999999999997
amnesia,0.29600000000000004
amnesty,0.551
amorous,0.8440000000000001
amorphous,0.327
amortization,0.5920000000000001
amount,0.562
amour,0.865
amp,0.439
ampersand,0.48
amphetamines,0.133
amphibian,0.42700000000000005
amphibious,0.479
amphitheater,0.653
ample,0.7440000000000001
amplification,0.69
amplify,0.677
amplitude,0.6940000000000001
amply,0.7809999999999999
amputate,0.092
amputation,0.1
amuck,0.385
amulet,0.7809999999999999
amuse,0.812
amused,0.9420000000000001
amusement,0.929
amusing,0.96
ana,0.541
anaconda,0.146
anaesthesia,0.35
anaesthetic,0.449
anagram,0.552
anal,0.33299999999999996
analgesic,0.41700000000000004
analogous,0.531
analogue,0.57
analogy,0.51
analysis,0.7290000000000001
analyst,0.604
analytic,0.665
analytical,0.625
analyze,0.667
analyzer,0.625
anaphylactic,0.37799999999999995
anarchism,0.125
anarchist,0.204
anarchy,0.146
anastomosis,0.375
anathema,0.28600000000000003
anatomic,0.562
anatomy,0.562
ancestor,0.5920000000000001
ancestral,0.64
ancestry,0.708
anchor,0.52
anchorage,0.5
ancient,0.42
ancillary,0.449
androgen,0.255
android,0.6629999999999999
anecdote,0.583
anemia,0.188
anemic,0.16699999999999998
anemone,0.552
anesthesia,0.365
anesthesiologist,0.419
anesthetic,0.35
aneurysm,0.115
anew,0.7709999999999999
angel,0.9059999999999999
angelic,0.927
anger,0.16699999999999998
angered,0.01
angermanagement,0.26
angina,0.23
angiogram,0.34700000000000003
angiography,0.37799999999999995
angle,0.541
angling,0.625
angora,0.529
angriest,0.094
angry,0.122
angrytweet,0.265
angst,0.16699999999999998
anguish,0.153
anguished,0.135
angular,0.449
anhydrous,0.456
animal,0.521
animate,0.8270000000000001
animated,0.823
animation,0.888
animosity,0.51
animus,0.698
ankle,0.5
anklet,0.41
annals,0.42700000000000005
annex,0.594
annexation,0.342
annexe,0.584
annihilate,0.115
annihilated,0.08
annihilation,0.040999999999999995
anniversary,0.88
annotate,0.5920000000000001
annotation,0.604
announce,0.6940000000000001
announcement,0.7290000000000001
announcer,0.602
annoy,0.094
annoyance,0.16699999999999998
annoyed,0.10400000000000001
annoyin,0.26
annoying,0.08199999999999999
annoys,0.146
annual,0.552
annuity,0.521
annul,0.25
annular,0.31
annulment,0.153
annulus,0.45799999999999996
anointed,0.5
anointing,0.653
anomalous,0.281
anomaly,0.188
anon,0.479
anonymity,0.469
anonymous,0.396
anorexic,0.16
answer,0.537
answerable,0.708
answering,0.684
ant,0.44799999999999995
antagonism,0.22399999999999998
antagonist,0.24
antagonistic,0.29600000000000004
antagonize,0.14300000000000002
ante,0.44799999999999995
antecedent,0.42700000000000005
antelope,0.542
antenna,0.521
anterior,0.51
anthem,0.78
anthill,0.327
anthology,0.33799999999999997
anthrax,0.188
anthropological,0.36700000000000005
anthropologist,0.551
anthropology,0.49
anti,0.365
antiaircraft,0.33
antibiotic,0.51
antibiotics,0.44799999999999995
antichrist,0.08199999999999999
anticipate,0.622
anticipation,0.698
anticipatory,0.653
antics,0.44799999999999995
antidote,0.541
antifungal,0.408
antigravity,0.43
antimony,0.37799999999999995
antipathy,0.198
antiquarian,0.5
antiquated,0.42
antique,0.634
antiques,0.54
antiquity,0.385
antiseptic,0.43799999999999994
antisocial,0.146
antithesis,0.396
antithetical,0.271
antiviral,0.45899999999999996
antler,0.44799999999999995
antsy,0.449
anus,0.34700000000000003
anvil,0.38
anxiety,0.146
anxietyattack,0.15
anxious,0.281
anxiousness,0.235
anytime,0.625
aorta,0.44799999999999995
aortic,0.436
apace,0.536
apache,0.687
apartment,0.7190000000000001
apartments,0.7040000000000001
apathetic,0.188
apathy,0.184
ape,0.5479999999999999
aperture,0.612
apex,0.57
aphid,0.38799999999999996
aphrodisiac,0.75
apiece,0.439
aplomb,0.5
apocalypse,0.05
apocalyptic,0.17300000000000001
apologetic,0.479
apologist,0.406
apologize,0.551
apology,0.5710000000000001
apostasy,0.38799999999999996
apostate,0.342
apostle,0.6459999999999999
apostolic,0.5920000000000001
apostrophe,0.469
apothecary,0.561
appalled,0.19399999999999998
appalling,0.16
apparatus,0.375
apparel,0.698
apparent,0.473
apparently,0.531
apparition,0.406
appeal,0.6629999999999999
appear,0.735
appearance,0.669
appease,0.633
appellant,0.327
append,0.573
appendage,0.22899999999999998
appendectomy,0.177
appendicitis,0.031
appendix,0.365
appetite,0.7040000000000001
appetizer,0.755
appetizing,0.8059999999999999
applaud,0.865
applause,0.953
apple,0.8109999999999999
apple juice,0.765
applejack,0.604
applesauce,0.75
appliance,0.5820000000000001
appliances,0.594
applicability,0.677
applicable,0.469
applicant,0.612
application,0.6459999999999999
apply,0.612
appoint,0.565
appointment,0.688
appointments,0.745
apportion,0.677
apportionment,0.552
appraisal,0.41700000000000004
appraise,0.677
appreciable,0.873
appreciate,0.885
appreciated,0.91
appreciates,0.765
appreciation,0.917
appreciative,0.857
apprehend,0.521
apprehension,0.385
apprehensive,0.406
apprentice,0.615
apprenticeship,0.812
approach,0.612
approaching,0.74
approbate,0.6459999999999999
approbation,0.792
appropriate,0.833
appropriation,0.51
approval,0.8540000000000001
approve,0.875
approved,0.833
approvement,0.88
approving,0.917
approximate,0.551
approximately,0.622
approximating,0.583
approximation,0.5820000000000001
appurtenances,0.573
apricot,0.708
apron,0.5820000000000001
apt,0.5820000000000001
aptitude,0.75
aqua,0.6559999999999999
aquamarine,0.7290000000000001
aquarium,0.6629999999999999
aquatic,0.677
aqueduct,0.551
aqueous,0.429
arable,0.51
arbiter,0.561
arbitrary,0.281
arbitrate,0.47
arbitration,0.5870000000000001
arbitrator,0.385
arbor,0.583
arc,0.552
arcade,0.6759999999999999
arcane,0.5
arch,0.5
archaeological,0.74
archaeologist,0.552
archaeology,0.596
archaic,0.271
archangel,0.8370000000000001
archbishop,0.622
archdiocese,0.4
archduke,0.45799999999999996
arched,0.5820000000000001
archer,0.573
archery,0.594
archetype,0.44799999999999995
archipelago,0.745
architect,0.7759999999999999
architectural,0.7290000000000001
architecture,0.82
archive,0.43799999999999994
arctic,0.615
ardent,0.6940000000000001
ardor,0.5
arduous,0.344
area,0.49
arena,0.51
areola,0.41700000000000004
areyoukidding,0.429
areyoukiddingme,0.365
argent,0.594
argh,0.26
arghh,0.292
arghhhh,0.25
argue,0.09300000000000001
argument,0.51
argumentation,0.479
argumentative,0.45
arguments,0.541
arid,0.32299999999999995
arise,0.75
aristocracy,0.688
aristocrat,0.583
aristocratic,0.449
arithmetic,0.45299999999999996
ark,0.396
arm,0.552
armada,0.408
armament,0.198
armaments,0.192
armature,0.51
armchair,0.6459999999999999
armed,0.188
armor,0.469
armored,0.469
armory,0.44799999999999995
armpit,0.28300000000000003
arms,0.46399999999999997
army,0.41700000000000004
aroma,0.823
aromatherapy,0.847
arousal,0.7909999999999999
arouse,0.74
aroused,0.708
arraignment,0.406
arrange,0.74
arranged,0.698
arrangement,0.625
array,0.521
arrears,0.28600000000000003
arrest,0.146
arrhythmia,0.265
arrival,0.6779999999999999
arrive,0.8370000000000001
arrogance,0.14300000000000002
arrogant,0.115
arrow,0.439
arsehole,0.276
arseholes,0.188
arsenal,0.365
arsenic,0.281
arson,0.133
arsonist,0.348
art,0.812
arterial,0.396
artery,0.396
artful,0.7709999999999999
arthritis,0.11
arthropod,0.344
artichoke,0.583
article,0.594
articles,0.552
articulate,0.677
articulation,0.479
artifact,0.51
artifice,0.316
artificial,0.306
artillery,0.35
artisan,0.7809999999999999
artist,0.802
artiste,0.8440000000000001
artistic,0.802
artistry,0.823
artists,0.7959999999999999
artwork,0.8959999999999999
arty,0.49
asap,0.5710000000000001
asbestos,0.35700000000000004
ascend,0.83
ascendancy,0.7240000000000001
ascendant,0.6559999999999999
ascending,0.826
ascension,0.765
ascent,0.755
ascertain,0.56
ascertained,0.531
ascetic,0.43799999999999994
ash,0.26
ashamed,0.156
ashes,0.327
ashtray,0.406
asinine,0.429
ask,0.531
asleeep,0.49
asleep,0.604
asp,0.43799999999999994
asparagus,0.469
aspartame,0.469
aspect,0.479
aspects,0.439
aspen,0.479
asphalt,0.479
asphyxia,0.198
asphyxiation,0.059000000000000004
aspiration,0.7040000000000001
aspire,0.812
aspirin,0.479
aspiring,0.8440000000000001
ass,0.32299999999999995
assail,0.37799999999999995
assailant,0.184
assassin,0.073
assassinate,0.051
assassination,0.083
assault,0.16699999999999998
assay,0.633
assemblage,0.429
assemble,0.542
assembled,0.6629999999999999
assembly,0.698
assemblyman,0.43
assent,0.615
assert,0.75
asserting,0.6940000000000001
assertion,0.74
assertive,0.7190000000000001
assess,0.698
assessment,0.75
assessor,0.551
asset,0.797
assets,0.667
asshole,0.133
assign,0.622
assignee,0.51
assignment,0.483
assimilate,0.5589999999999999
assimilation,0.429
assist,0.833
assistance,0.6559999999999999
assistant,0.625
associate,0.812
association,0.745
assorted,0.602
assortment,0.6940000000000001
assuage,0.745
assume,0.698
assumed,0.612
assuming,0.74
assumption,0.479
assurance,0.675
assure,0.91
assured,0.878
assuredly,0.7859999999999999
asterisk,0.541
asteroid,0.43
asteroids,0.361
asthma,0.198
asthmatic,0.22899999999999998
astigmatism,0.214
astonish,0.7859999999999999
astonished,0.51
astonishing,0.8440000000000001
astonishingly,0.8270000000000001
astonishment,0.68
astound,0.7290000000000001
astral,0.604
astray,0.098
astringent,0.316
astrologer,0.594
astrology,0.635
astronaut,0.792
astronomer,0.75
astronomical,0.6
astronomy,0.613
astute,0.7759999999999999
asunder,0.20800000000000002
asylum,0.40700000000000003
asymmetric,0.58
asymmetry,0.47600000000000003
asymptotic,0.479
atelier,0.49
atheism,0.276
atheistic,0.373
atherosclerosis,0.25
athlete,0.7809999999999999
athletic,0.857
athleticism,0.75
athletics,0.831
atlas,0.531
atmosphere,0.604
atmospheric,0.531
atoll,0.48
atom,0.51
atomic,0.327
atone,0.418
atonement,0.55
atpeace,0.7240000000000001
atrium,0.469
atrocious,0.073
atrocity,0.115
atrophy,0.177
attach,0.52
attached,0.562
attachment,0.57
attack,0.28600000000000003
attacker,0.185
attacking,0.276
attain,0.8059999999999999
attainable,0.76
attainment,0.83
attempt,0.625
attempted,0.594
attend,0.65
attendance,0.812
attendant,0.58
attention,0.74
attentionseeker,0.36700000000000005
attentionseekers,0.531
attentive,0.812
attenuate,0.408
attenuated,0.449
attenuation,0.45799999999999996
attest,0.439
attestation,0.23399999999999999
attic,0.521
attire,0.742
attitude,0.76
attorney,0.6
attract,0.7959999999999999
attraction,0.9059999999999999
attractive,0.9059999999999999
attractiveness,0.938
attributable,0.7040000000000001
attribute,0.7809999999999999
attribution,0.6459999999999999
attrition,0.22899999999999998
auburn,0.51
auction,0.594
auctioneer,0.542
audacious,0.74
audacity,0.76
audible,0.6729999999999999
audience,0.698
audio,0.7090000000000001
audit,0.375
audition,0.75
auditions,0.74
auditor,0.5820000000000001
auditorium,0.529
auditory,0.531
aught,0.418
augment,0.65
augmentation,0.7140000000000001
august,0.652
aunt,0.667
auntie,0.643
aura,0.76
aurora,0.8170000000000001
auspices,0.542
auspicious,0.562
austere,0.5
austerity,0.43799999999999994
authentic,0.885
authenticate,0.833
authentication,0.7240000000000001
authenticity,0.67
author,0.775
authoritative,0.636
authority,0.5920000000000001
authorization,0.521
authorize,0.772
authorized,0.76
authorship,0.667
autism,0.235
autistic,0.36700000000000005
auto,0.5710000000000001
autobiographical,0.909
autobiography,0.735
autocorrect,0.551
autocratic,0.542
autograph,0.735
autographed,0.7809999999999999
automated,0.578
automatic,0.562
automobile,0.753
automotive,0.6559999999999999
autonomy,0.7809999999999999
autopilot,0.594
autopsy,0.252
autumn,0.765
auxiliary,0.622
avail,0.8
availability,0.7959999999999999
available,0.8440000000000001
avalanche,0.265
avarice,0.198
avatar,0.633
avenge,0.073
avenger,0.337
avenging,0.14300000000000002
avenue,0.677
aver,0.49200000000000005
average,0.684
aversation,0.5820000000000001
averse,0.253
averseness,0.29600000000000004
aversion,0.07400000000000001
avert,0.51
aviary,0.5
aviation,0.708
aviator,0.615
avid,0.5820000000000001
avocado,0.677
avoid,0.42700000000000005
avoidance,0.47
avoiding,0.457
await,0.44799999999999995
awake,0.667
awaken,0.7290000000000001
awakening,0.745
award,0.865
awards,0.958
aware,0.6559999999999999
awareness,0.684
awe,0.469
awed,0.364
awesome,0.98
awesomeness,0.917
awestruck,0.615
awful,0.061
awkward,0.29600000000000004
awkwardness,0.16699999999999998
awning,0.5
awry,0.156
axe,0.29600000000000004
axial,0.45799999999999996
axiom,0.439
axiomatic,0.45799999999999996
axis,0.209
axle,0.45899999999999996
ay,0.5
aye,0.562
azimuth,0.385
azure,0.62
babble,0.552
babbling,0.396
babe,0.86
baboon,0.35700000000000004
baby,0.8370000000000001
babysit,0.7190000000000001
babysitter,0.6559999999999999
baccalaureate,0.7290000000000001
baccarat,0.583
bachelor,0.667
bachelorette,0.735
back,0.43799999999999994
backboard,0.48
backbone,0.5379999999999999
backdoor,0.344
backdrop,0.32
backer,0.6459999999999999
backfire,0.265
backgammon,0.58
background,0.39899999999999997
backhand,0.42700000000000005
backhoe,0.39799999999999996
backoff,0.10400000000000001
backpack,0.7290000000000001
backpacker,0.51
backroom,0.406
backseat,0.38799999999999996
backside,0.182
backtrack,0.312
backup,0.52
backward,0.309
backwardness,0.24
backwards,0.302
backwater,0.312
backwoods,0.541
backyard,0.552
bacon,0.698
bacteria,0.177
bacterial,0.156
bacterium,0.19399999999999998
bad,0.125
badass,0.255
badday,0.327
badfeeling,0.25
badge,0.5670000000000001
badger,0.344
badhabit,0.184
badly,0.073
badness,0.094
baffle,0.344
baffled,0.151
bag,0.5
bagel,0.531
baggage,0.61
baggie,0.36700000000000005
baggy,0.521
bagman,0.506
bagpipes,0.541
bail,0.373
bailiff,0.34700000000000003
bait,0.276
bake,0.867
bakery,0.802
baking,0.5489999999999999
bal,0.49
balance,0.684
balanced,0.8059999999999999
balcony,0.562
bald,0.306
balding,0.302
baldy,0.39799999999999996
bale,0.43700000000000006
balk,0.22899999999999998
ball,0.74
ballad,0.792
ballast,0.354
ballerina,0.802
ballet,0.6559999999999999
ballgame,0.7809999999999999
ballistic,0.26
ballistics,0.271
balloon,0.7290000000000001
ballot,0.521
ballpark,0.7240000000000001
ballplayer,0.7190000000000001
ballpoint,0.596
ballroom,0.847
ballsy,0.531
balm,0.625
balmy,0.684
balsam,0.6629999999999999
balsamic,0.5820000000000001
bam,0.42700000000000005
bamboo,0.6459999999999999
ban,0.146
banana,0.612
band,0.648
bandage,0.22
bandanna,0.562
bandit,0.094
bandstand,0.735
bandwagon,0.625
bandwidth,0.7140000000000001
bane,0.265
bang,0.265
banger,0.37799999999999995
banish,0.163
banished,0.052000000000000005
banishment,0.16
banister,0.418
banjo,0.469
bank,0.562
banker,0.586
banking,0.51
bankroll,0.469
bankrupt,0.163
bankruptcy,0.01
banner,0.521
banquet,0.765
banshee,0.408
banter,0.594
banzai,0.55
baptism,0.8440000000000001
baptismal,0.6459999999999999
baptize,0.7390000000000001
bar,0.5
barb,0.44799999999999995
barbarian,0.32299999999999995
barbaric,0.235
barbarism,0.19
barbecue,0.792
barbed,0.177
barber,0.5429999999999999
barbershop,0.597
barbie doll,0.7290000000000001
bard,0.47
bare,0.33299999999999996
bareback,0.5
barefoot,0.445
barely,0.44799999999999995
barf,0.34
bargain,0.653
bargaining,0.622
barge,0.469
baritone,0.5920000000000001
barium,0.406
bark,0.36
barkeep,0.48
barks,0.42700000000000005
barley,0.614
barmaid,0.521
barman,0.594
barn,0.51
barnacle,0.408
barney,0.451
barnyard,0.51
barometer,0.38799999999999996
baron,0.52
baroness,0.625
baroque,0.49
barrack,0.37799999999999995
barracuda,0.33299999999999996
barrage,0.38799999999999996
barred,0.14300000000000002
barrel,0.429
barren,0.17300000000000001
barricade,0.32299999999999995
barrier,0.33299999999999996
barring,0.292
barrister,0.469
barroom,0.6859999999999999
barrow,0.479
bartender,0.573
barter,0.465
base,0.635
baseball,0.66
baseball bat,0.667
baseboard,0.396
baseless,0.292
baseline,0.483
baseman,0.604
basement,0.38799999999999996
bases,0.569
bash,0.385
bashful,0.4
basic,0.643
basics,0.688
basil,0.534
basilica,0.612
basin,0.552
basis,0.602
bask,0.76
basket,0.45799999999999996
basketball,0.8140000000000001
bass,0.42700000000000005
bass guitar,0.738
basso,0.41700000000000004
bassoon,0.5
bastard,0.094
bastarding,0.10400000000000001
bastards,0.08199999999999999
bastion,0.531
bat,0.324
batch,0.56
batching,0.484
bate,0.429
